일련번호,정산지역코드,정류장ID,버스정류장명,정류장x위치값,정류장Y위치값,행정구역코드
423,26001,6800235,조치원노인전문병원,12714.3172,3636.6942,3611036000
424,26001,6800236,용암리입구,12713.9404,3636.5286,3611036000
425,26001,6800237,고복저수지,12713.7844,3636.2538,3611036000
426,26001,6800238,용암삼거리,12713.6260,3635.9748,3611036000
427,26001,6800239,쌍류리,12713.3116,3635.9406,3611036000
428,26001,6800240,쌍류보건진료소,12712.8232,3635.6802,3611036000
429,26001,6800241,청라2리,12712.5633,3635.5700,3611036000
430,26001,6800242,청라리,12711.8992,3635.2962,3611036000
431,26001,6800243,청라2리,12712.5573,3635.5578,3611036000
432,26001,6800244,쌍류보건진료소,12712.8070,3635.6718,3611036000
433,26001,6800245,쌍류리,12713.3026,3635.9340,3611036000
434,26001,6800263,용암삼거리,12713.6360,3635.9750,3611036000
435,26001,6800264,고복저수지,12713.7880,3636.2448,3611036000
436,26001,6800265,용암리입구,12713.9494,3636.5274,3611036000
437,26001,6800266,조치원노인전문병원,12714.3010,3636.6924,3611036000
438,26001,6800267,고복2리,12714.5890,3636.7908,3611036000
439,26001,6800268,고복리조각공원,12714.8560,3636.7650,3611036000
440,26001,6800269,고복저수지입구,12714.9016,3636.5856,3611036000
441,26001,6800270,고복리,12715.0438,3636.4152,3611036000
442,26001,6800271,고복1리마을회관,12715.4488,3636.3036,3611036000
443,26001,6800272,고복1리,12715.6840,3635.8050,3611036000
444,26001,6800273,성제2리,12715.7032,3635.4906,3611036000
445,26001,6800274,성제삼거리,12715.8514,3635.3496,3611036000
446,26001,6800253,성제1리마을회관,12716.1478,3635.5098,3611036000
447,26001,6800254,연서면사무소,12716.2690,3635.5104,3611036000
448,26001,6800255,월하1리마을회관,12716.4634,3635.6124,3611036000
449,26001,6800256,서세종농협,12715.8316,3635.3142,3611036000
450,26001,6800257,서면,12715.6684,3635.1792,3611036000
451,26001,6800258,연서중학교,12715.4176,3634.8678,3611036000
452,26001,6800907,신대1리마을회관,12715.0837,3634.8892,3611036000
453,26001,6800260,신대2리마을회관,12714.8806,3635.0844,3611036000
454,26001,6800261,신대2리(송적골),12714.0100,3635.4066,3611036000
455,26001,6800432,보덕리입구,12715.6484,3638.6647,0000000000
456,26001,6800434,보덕리입구,12715.6338,3638.6559,0000000000
457,26001,6800441,봉산리(윗말),12716.4334,3636.7044,3611025000
458,26001,6801366,노은농수산도매시장,12719.2900,3622.0140,3020054600
459,26001,6801374,월드컵경기장,12719.0848,3622.0746,3020054600
460,26001,6801387,지족초등학교,12719.0962,3622.8144,3020054700
461,26001,6801384,안산산성,12717.8830,3624.7848,3020054700
462,26001,6801361,용담리,12717.0694,3625.3668,3611034000
463,26001,6801392,용담1리(옹기마을),12716.8366,3625.6020,3611034000
464,26001,6801393,두만리,12716.9830,3626.0520,3611034000
465,26001,6801353,두만리(산동마을),12717.2620,3626.2026,3611034000
466,26001,6801368,감성리,12717.2997,3626.4215,3611034000
467,26001,6801352,감성초등학교,12717.2644,3626.6022,3611034000
468,26001,6801343,도암리입구,12717.1450,3626.8146,3611034000
469,26001,6801372,발산리,12717.0508,3627.3888,3611034000
470,26001,6801334,금남면사무소,12716.8588,3627.8538,3611034000
471,26001,6801341,용포리,12716.8810,3628.1178,3611034000
472,26001,6801895,봉암리,12716.6276,3624.9844,3611034000
473,26001,6801897,송곡2리,12716.1063,3624.7614,3611034000
474,26001,6801896,봉암리,12716.6330,3624.9887,3611034000
475,26001,6801867,범지기마을10단지북측,12714.9021,3631.1458,3611053000
476,26001,6801081,송문리,12711.6245,3631.0589,0000000000
477,26001,6801082,송문리(원송정),12711.4559,3630.8188,0000000000
478,26001,6800824,원봉1리마을회관,12714.3586,3627.0774,3611034000
479,26001,6800565,고등2리(안골),12711.3116,3642.3593,0000000000
480,26001,6800559,사관정앞,12712.6061,3641.9363,0000000000
481,26001,6800560,대추리,12712.3475,3641.6060,0000000000
482,26001,6800147,봉암리,12716.9876,3633.8191,0000000000
483,26001,6800148,봉암2리마을회관,12717.2206,3633.5838,3611036000
484,26001,6800326,내판리,12719.5042,3633.4806,0000000000
485,26001,6800100,양세오충각,12719.3140,3634.7028,3611032000
486,26001,6800101,동평3리,12719.1058,3635.1882,3611025000
487,26001,6800327,서평1리,12718.8820,3635.7348,3611025000
488,26001,6800104,서평리,12718.7860,3635.9202,0000000000
489,26001,6800105,중봉리,12718.4104,3636.2352,3611025000
490,26001,6800328,장현진정형외과,12718.2302,3636.1626,0000000000
491,26001,6800106,조치원공영버스터미널,12718.1620,3636.1199,0000000000
492,26001,6800318,용호3리입구,12719.2891,3632.2480,0000000000
493,26001,6800093,삼성전기,12720.2182,3632.2678,0000000000
494,26001,6800323,용호3리입구,12719.2993,3632.2527,0000000000
495,26001,6800904,한화사원아파트,12722.1028,3631.5642,3611033000
496,26001,6900306,부강버스정류소,12721.9744,3631.7958,0000000000
497,26001,6800688,산수리,12721.4882,3633.3802,0000000000
498,26001,6800691,행산리입구,12722.3547,3633.6165,0000000000
499,26001,6800692,행산리,12722.3600,3633.6244,0000000000
500,26001,6800208,공정거래위원회,12716.0404,3630.2622,0000000000
501,26001,6800021,첫마을임시터미널,12715.6978,3628.8642,0000000000
502,26001,6800023,대평리,12716.8792,3628.1070,0000000000
503,26001,6800022,LH공사,12716.7856,3628.1646,0000000000
504,26001,6800749,도담중고등학교,12715.8769,3631.0467,0000000000
505,26001,6800750,도담초등학교,12715.9643,3630.8904,0000000000
506,26001,6800173,공정거래위원회,12716.0254,3630.2664,0000000000
507,26001,6800020,나성동,12715.4233,3629.2611,0000000000
508,26001,6800027,나성동,12715.4788,3629.2140,0000000000
509,26001,6800752,도담중고등학교,12715.9584,3630.9192,0000000000
510,26001,6800181,발산리,12717.0568,3627.3768,0000000000
511,26001,6800182,도암리입구,12717.1282,3626.8608,0000000000
512,26001,6800608,성강리,12715.0552,3625.3434,3611034000
513,26001,6800609,성강리마을회관,12715.1986,3624.7896,3611034000
514,26001,6800200,도암리입구,12717.1480,3626.8158,0000000000
515,26001,6800201,발산리,12717.0610,3627.3804,0000000000
516,26001,6800202,금남면사무소,12716.8594,3627.8538,0000000000
517,26001,6800763,금남초등학교,12717.1606,3628.2798,3611034000
518,26001,6800764,신촌리,12717.3010,3628.4250,3611034000
519,26001,6800765,호탄리,12717.7876,3628.5750,3611034000
520,26001,6800766,호탄리(안터),12717.9208,3628.6530,3611034000
521,26001,6800767,장재리,12718.2706,3628.7130,3611034000
522,26001,6800768,장재1리,12718.4938,3628.7808,3611034000
523,26001,6800769,장재리(태련암입구),12718.7506,3628.7988,3611034000
524,26001,6800771,황용리,12719.4340,3628.8654,3611034000
525,26001,6800772,황용교,12719.5270,3628.8930,3611034000
526,26001,6800773,석교리마을회관,12719.2960,3629.1960,3611034000
527,26001,6800774,새나루마을8단지,12719.4310,3629.3448,3611034000
528,26001,6800776,집현리입구,12719.6836,3629.9100,3611034000
529,26001,6800777,집현동,12720.0148,3629.9736,3611034000
530,26001,6800778,부용1리,12720.6478,3629.8512,3611034000
531,26001,6800779,부용2리,12721.5166,3630.7500,3611034000
532,26001,6800780,부용2리,12721.5070,3630.7374,3611034000
533,26001,6800781,부용1리,12720.6916,3629.8674,3611034000
534,26001,6800782,집현동,12720.0075,3629.9973,3611034000
535,26001,6800783,집현리입구,12719.6794,3629.9178,3611034000
536,26001,6800785,새나루마을8단지,12719.4130,3629.3508,3611034000
537,26001,6800786,석교리마을회관,12719.2846,3629.1996,3611034000
538,26001,6800787,황용교,12719.5138,3628.8984,3611034000
539,26001,6800789,장재리(태련암입구),12718.7524,3628.8066,3611034000
540,26001,6800790,장재리,12718.2658,3628.7220,3611034000
541,26001,6800791,호탄리(안터),12717.9046,3628.6590,3611034000
542,26001,6800792,호탄리,12717.7870,3628.5858,3611034000
543,26001,6800793,금남초등학교,12717.1774,3628.3182,3611034000
544,26001,6801102,문곡2리,12723.7822,3631.7868,3611033000
545,26001,6801107,부강버스정류소,12721.9702,3631.8000,0000000000
546,26001,6901117,소정2리(넉바위),12709.0480,3643.0161,0000000000
547,26001,6901118,운당2리,12708.9263,3642.3513,0000000000
548,26001,6801127,한마음효요양병원,12716.9854,3638.0250,3611025000
549,26001,6800091,합강1리,12719.6509,3631.2836,0000000000
550,26001,6800092,합강리,12719.8858,3631.5858,3611032000
551,26001,6800080,강촌입구,12719.0200,3634.8528,0000000000
552,26001,6801046,부강버스정류소,12721.9563,3631.7962,0000000000
553,26001,6801011,방축골,12716.6398,3635.6598,3611036000
554,26001,6801047,세종장례식장입구,12717.2540,3634.2197,3611036000
555,26001,6801013,자이아파트정문,12717.4438,3635.2992,3611025000
556,26001,6801050,자이아파트,12717.5152,3635.4510,3611025000
557,26001,6901050,자이아파트,12717.5212,3635.4266,0000000000
558,26001,6800988,부동리마을회관,12716.1849,3633.5819,3611036000
559,26001,6800989,와촌1리(대실),12715.6468,3633.5322,3611036000
560,26001,6800990,번암터,12715.2322,3633.7902,3611036000
561,26001,6800991,세종기숙학원,12715.1200,3633.4134,3611036000
562,26001,6800992,와촌리(기와말),12714.9310,3633.4170,3611036000
563,26001,6800993,와촌보건진료소,12714.7864,3633.4008,3611036000
564,26001,6800994,대륙테크놀로지,12714.2500,3633.3936,3611036000
565,26001,6800995,효방동,12713.9866,3633.4026,3611036000
566,26001,6800996,와촌3리(은암),12713.4844,3633.3648,3611036000
567,26001,6801000,용암2구(띠실),12712.7724,3633.7371,0000000000
568,26001,6801001,용암2구(띠실입구),12712.9505,3633.1205,0000000000
569,26001,6801002,와촌3리(은암),12713.4748,3633.3594,3611036000
570,26001,6801003,금박골,12713.7928,3633.4116,3611036000
571,26001,6801004,효방동,12713.9920,3633.3948,3611036000
572,26001,6801005,대륙테크놀로지,12714.2488,3633.3852,3611036000
573,26001,6801006,와촌보건진료소,12714.7864,3633.3942,3611036000
574,26001,6801007,와촌리(기와말),12714.9280,3633.4092,3611036000
575,26001,6801008,번암터,12715.2320,3633.7900,0000000000
576,26001,6801009,와촌1리(대실),12715.6366,3633.5208,3611036000
577,26001,6801010,부동리마을회관,12716.1766,3633.5781,3611036000
578,26001,6800646,전막사거리,12718.8776,3623.5085,0000000000
579,26001,6800661,전막사거리,12718.8784,3623.5094,0000000000
580,26001,6800666,우남퍼스트빌(정보고방면),12708.4236,3628.7148,4415059000
581,26001,6800667,공주교도소,12708.5944,3628.7538,4415059000
582,26001,6800668,공무원교육원,12708.7744,3628.8438,0000000000
583,26001,6800679,장기중학교,12712.1410,3629.6388,3611035000
584,26001,6800028,성남고등학교,12715.3936,3629.6322,0000000000
585,26001,6800753,죽림리,12717.7420,3635.7870,3611025000
586,26001,6800748,죽림리,12717.9352,3635.4468,3611025000
587,26001,6800808,망골,12721.1098,3627.5724,3611034000
588,26001,6800814,구즉동,12723.1534,3626.2626,0000000000
589,26001,6800819,둔곡동새마을회관,12721.7296,3627.4332,3020058000
590,26001,6800820,망골,12721.1104,3627.5826,3611034000
591,26001,6800821,달전리마을회관,12720.9599,3627.7332,3611034000
592,26001,6900801,영대1리마을회관,12720.0016,3627.5070,3611034000
593,26001,6900795,황룡2리,12719.1040,3628.4700,3611034000
594,26001,6900796,남곡리마을회관,12718.8346,3628.2168,3611034000
595,26001,6900797,황룡2리,12719.1142,3628.4712,3611034000
596,26001,6800371,보덕리입구,12716.2612,3638.9928,0000000000
597,26001,6800375,조형아파트,12717.3304,3638.0646,3611025000
598,26001,6800376,신안2리입구,12717.3454,3637.7244,3611025000
599,26001,6800377,신안2리(안터),12717.3850,3637.5912,3611025000
600,26001,6800378,홍익대학교,12717.4336,3637.3128,3611025000
601,26001,6800379,신안1리,12717.4546,3637.1190,3611025000
602,26001,6801024,옹기마을,12716.8177,3625.5934,0000000000
603,26001,6800795,황용2리,12719.1040,3628.4700,3611034000
604,26001,6800796,남곡리마을회관,12718.8346,3628.2168,3611034000
605,26001,6800797,황용2리,12719.1142,3628.4712,3611034000
606,26001,6800798,황용리삼성복지회관,12719.7982,3628.8072,3611034000
607,26001,6800799,황용사,12720.0436,3628.4418,3611034000
608,26001,6800800,영대리,12720.1258,3628.0722,3611034000
609,26001,6800801,영대1리마을회관,12720.0016,3627.5070,3611034000
610,26001,6800802,달전리,12720.8194,3627.5868,3611034000
611,26001,6800803,달전리마을회관,12720.9508,3627.7338,3611034000
612,26001,6800804,달전리,12720.8056,3627.5904,3611034000
613,26001,6800805,영대리,12720.1402,3628.0680,3611034000
614,26001,6800806,황용사,12720.0520,3628.4310,3611034000
615,26001,6800807,황용리삼성복지회관,12719.7802,3628.8126,3611034000
616,26001,6800578,읍내리,12712.2474,3640.8934,0000000000
617,26001,6800390,행정2리,12709.4380,3641.3202,4413132000
618,26001,6800396,소정리역,12709.4020,3643.1310,3611039000
619,26001,6800459,송곡1리,12715.9606,3637.8360,3611038000
620,26001,6800462,봉산리(윗말),12716.4244,3636.7032,3611025000
621,26001,6800518,두만리,12716.9761,3626.0588,0000000000
622,26001,6800519,국곡리,12716.6096,3625.6909,0000000000
623,26001,6800520,국곡리32사단,12716.1234,3625.6190,0000000000
624,26001,6800522,옹기마을,12716.8177,3625.5934,0000000000
625,26001,6800523,용담리,12717.0624,3625.3668,0000000000
626,26001,6800524,안산교,12717.8738,3624.9611,0000000000
627,26001,6800525,안상산성,12717.8663,3624.7568,0000000000
628,26001,6800526,안산1동,12717.9746,3624.6277,0000000000
629,26001,6800527,국방과학연구원,12718.1832,3624.3622,0000000000
630,26001,6800184,외삼동,12718.6126,3623.9016,0000000000
631,26001,6800185,반석마을입구,12718.7194,3623.7216,0000000000
632,26001,6800186,반석역,12718.8856,3623.4936,0000000000
633,26001,6800187,극동방송국,12719.1010,3623.1978,0000000000
634,26001,6800188,지족역,12719.1904,3623.0880,0000000000
635,26001,6800189,지족동,12719.3801,3622.8152,0000000000
636,26001,6800190,유성선병원,12719.4694,3622.6058,0000000000
637,26001,6800528,노은화훼단지,12719.6037,3622.2154,0000000000
638,26001,6800529,죽동삼거리,12719.8905,3621.9914,0000000000
639,26001,6800530,유성우체국,12720.0813,3621.7343,0000000000
640,26001,6800531,유성고속버스터미널,12720.1789,3621.5333,0000000000
641,26001,6801173,송선2리,12709.7187,3629.0179,0000000000
642,26001,6801363,한솔동(첫마을),12715.6932,3628.8681,3611051000
643,26001,6801403,금남면사무소,12716.8582,3627.8832,3611034000
644,26001,6801404,발산리,12717.0430,3627.3828,3611034000
645,26001,6801383,도암리입구,12717.1342,3626.8386,3611034000
646,26001,6801356,감성초등학교,12717.2452,3626.6130,3611034000
647,26001,6801394,감성리(32사 방면),12717.2878,3626.4030,3611034000
648,26001,6801328,두만리,12716.9674,3626.0538,3611034000
649,26001,6801401,국곡리,12716.6056,3625.6908,3611034000
650,26001,6801357,국곡리32사단,12716.1250,3625.6200,3611034000
651,26001,6801369,국곡리,12716.6044,3625.6812,3611034000
652,26001,6801402,용담1리(옹기마을),12716.8318,3625.5930,3611034000
653,26001,6801329,용담리(32사 방면),12717.0628,3625.3614,3611034000
654,26001,6801380,유성온천역7번출구,12720.5068,3621.2574,3020054000
655,26001,6801142,삼성전기,12720.1456,3632.2374,0000000000
656,26001,6801073,송문리(원송정),12711.4575,3630.8237,0000000000
657,26001,6801074,송문리,12711.6183,3631.0542,0000000000
658,26001,6801077,용현리(효도마을),12712.1377,3632.4152,0000000000
659,26001,6801078,용암2리입구,12712.9399,3633.1279,0000000000
660,26001,6801079,용암2리입구,12712.9370,3633.1278,0000000000
661,26001,6801080,용현리(효도마을),12712.1404,3632.4182,0000000000
662,26001,6900360,전의역,12712.2343,3640.7681,0000000000
663,26001,6801220,박산리(작약골),12721.1098,3628.6254,3611034000
664,26001,6801212,성강리마을회관,12715.2454,3624.7530,3611034000
665,26001,6801261,송문리,12711.6223,3631.0544,3611035000
666,26001,6801230,고등1리마을회관,12711.7126,3642.9306,3611039000
667,26001,6801255,쌍전리구판장,12716.7550,3634.6656,3611036000
668,26001,6900021,첫마을임시터미널,12715.6978,3628.8642,0000000000
669,26001,6801495,종촌초등학교(가재마을1 2단지),12714.5551,3630.1130,3611053000
670,26001,6802305,성강리,12715.0451,3625.3420,3611034000
671,26001,6802341,성강리입구,12715.1235,3624.4421,3611034000
672,26001,6802329,방축골,12716.6389,3635.6717,3611036000
673,26001,6802330,신대2리(의넘어),12714.3707,3635.3493,3611036000
674,26001,6802331,신대2리(의넘어),12714.3764,3635.3404,3611036000
675,26001,6802339,세종장례식장,12716.9286,3634.2824,3611036000
676,26001,6802334,삼일아파트,12717.8211,3635.7025,3611025000
677,26001,6802335,성제삼거리,12715.8789,3635.3322,3611036000
678,26001,6802392,리봄화장품,12719.8306,3632.7039,3611032000
679,26001,6801486,대평리원형교차로,12716.8311,3627.6011,3611034000
680,26001,6802308,대평리원형교차로,12716.8435,3627.6001,3611034000
681,26001,6802309,대평리원형교차로,12716.8311,3627.6011,3611034000
682,26001,6901215,남곡리마을회관,12718.8262,3628.2240,3611034000
683,26001,6801253,영동부화장,12714.4522,3634.4988,3611036000
684,26001,6801252,영동부화장,12714.4378,3634.4808,3611036000
685,26001,6801257,세종장례식장입구,12717.2476,3634.2138,3611036000
686,26001,6801800,효성세종병원,12717.9224,3635.8349,3611025000
687,26001,6801426,신동1통,12722.0206,3628.5048,3014056000
688,26001,6802332,신대1리마을회관,12715.1009,3634.8817,3611036000
689,26001,6801259,연서초등학교,12715.2237,3634.9191,3611036000
690,26001,6802340,성강리입구,12715.1292,3624.4454,3611034000
691,26001,6801809,쌍전리,12716.3636,3634.5099,3611036000
692,26001,6802337,상교동입구,12712.5510,3640.6946,3611037000
693,26001,6801850,성덕교차로,12716.6589,3627.6382,3611034000
694,26001,6802399,가락마을20 21단지,12714.4474,3631.0504,3611053000
695,26001,6802350,고운뜰공원 대법원등기정보센터,12714.4976,3630.6832,3611053000
696,26001,6801204,봉산리(중뜸),12716.5108,3636.5754,3611025000
697,26001,6801203,봉산리(국제기계),12716.2294,3637.0872,3611025000
698,26001,6801487,대평리원형교차로,12716.8435,3627.6001,3611034000
699,26001,6801982,조치원전통시장북측,12717.9777,3636.0936,3611025000
700,26001,6801898,송곡2리,12716.1110,3624.7565,3611034000
701,26001,6801335,용포리,12716.8780,3628.1052,3611034000
702,26001,6805508,대평동,12716.5867,3628.3288,3611025000
703,26001,6805509,법원.검찰청 경찰청,12718.1046,3629.2257,3611025000
704,26001,6805511,국책연구단지,12718.2400,3629.4795,3611025000
705,26001,6805514,반곡동(수루배마을),12718.6575,3629.8521,3611025000
706,26001,6800349,심중2리입구,12716.2648,3638.9970,0000000000
707,26001,6901057,첫마을2단지,12715.6932,3628.8681,3611051000
708,26001,6800917,상록리조트정문,12717.1738,3644.5488,4413135000
709,26001,6800521,국곡리,12716.6064,3625.6823,0000000000
710,26001,6800546,안산1동,12717.9717,3624.6354,0000000000
711,26001,6805540,한진오피스텔,12720.5236,3621.3864,0000000000
712,26001,6805663,나릿재마을,12715.4886,3629.4842,3611025000
713,26001,6805682,새뜸마을14단지,12715.3500,3629.4704,3611025000
714,26001,6805680,다정중학교(가온마을4단지),12714.8635,3629.6227,3611025000
715,26001,6805686,다정고등학교(가온마을1단지),12714.5826,3629.5786,3611025000
716,26001,6805688,가온마을2 3단지,12714.5234,3629.7632,3611025000
717,26001,6805690,한결초등학교,12714.8420,3629.7536,3611025000
718,26001,6805697,수루배마을1단지,12718.3814,3629.9342,3611025000
719,26001,6805695,반곡초 중학교,12718.7353,3630.0732,3611025000
720,26001,6805693,수루배마을8 9단지,12719.0432,3629.8870,3611025000
721,26001,6805679,새샘마을6단지,12718.2544,3629.0706,3611025000
722,26001,6805678,새샘마을6단지,12718.2691,3629.0844,3611025000
723,26001,6805685,새뜸마을10단지,12715.0490,3629.4344,3611025000
724,26001,6805536,장재1리,12718.4867,3628.7881,3611025000
725,26001,6801417,둔곡동,12721.7098,3627.2298,3014056000
726,26001,6805539,황용리,12719.4323,3628.8713,3611034000
727,26001,6805535,박산리(작약골),12721.1151,3628.6202,3611034000
728,26001,6801415,금고동매립장,12723.3178,3627.6276,3014056000
729,26001,6801414,금고2통,12723.1066,3627.5394,3014056000
730,26001,6805646,행정리,12709.4480,3641.3252,4413132000
731,26001,6806233,국방과학연구소,12718.3924,3624.4496,3020054700
732,26001,6805814,반곡동(수루배마을),12718.6460,3629.8402,3611025000
733,26001,6806244,집현리,12719.3191,3629.8750,3611025000
734,26001,6806242,산학연클러스터,12719.6998,3630.0473,3611025000
735,26001,6805815,반곡동(수루배마을),12718.7351,3629.8708,3611025000
736,26001,6806366,신흥푸르지오,12717.3977,3635.4919,3611025000
737,26001,6806364,조치원 농협,12717.2184,3635.5789,3611025000
738,26001,6806363,신흥3리,12717.4675,3635.7379,3611025000
739,26001,6806357,전의산업단지교차로,12712.6234,3642.0948,3611037000
740,26001,6806361,누리리,12717.6205,3632.0364,3611031000
741,26001,6806358,다솜리,12719.1298,3631.9518,3611032000
742,26001,6801141,세종중학교,12717.8326,3636.3546,3611025000
743,26001,6900075,조치원버스터미널,12718.1620,3636.1200,3611025000
744,26001,6801798,신흥사거리,12717.4774,3635.6684,3611025000
745,26001,6801485,조치원전통시장북측,12718.0046,3636.0857,3611025000
746,26001,6801799,신흥사거리,12717.4579,3635.6681,3611025000
747,26001,6802333,쌍전리(창현),12716.8506,3634.8059,3611036000
748,26001,6805629,새롬고등학교(새뜸마을7단지),12714.9552,3629.2283,3611025000
749,26001,6805627,가득초등학교(새뜸마을3 4단지),12714.7134,3629.1202,3611025000
750,26001,6805624,새뜸마을1 2단지,12714.8473,3628.9560,3611025000
751,26001,6805622,새뜸마을5 6단지,12715.0836,3628.9941,3611025000
752,26001,6805587,서평1리,12718.8755,3635.7318,3611025000
753,26001,6801413,금고1통,12723.4282,3627.8304,3014056000
754,26001,6805811,신안2리(안터),12717.3854,3637.5376,3611025000
755,26001,6805702,새뜸마을1 2단지,12714.7702,3628.9726,3611053000
756,26001,6805623,새뜸마을5 6단지,12715.0765,3629.0036,3611025000
757,26001,6805625,새뜸마을1 2단지,12714.8449,3628.9674,3611025000
758,26001,6805626,가득초등학교(새뜸마을3 4단지),12714.7328,3629.1256,3611025000
759,26001,6805628,새롬고등학교(새뜸마을7단지),12714.9576,3629.2170,3611025000
760,26001,6805621,가온마을6 9단지,12714.9507,3629.9166,3611025000
761,26001,6801851,성덕교차로,12716.6569,3627.6455,3611034000
762,26001,6801416,둔곡동,12721.7032,3627.2292,3014056000
763,26001,6805652,신정1리,12712.8852,3641.4952,3611037000
764,26001,6805653,신정2리,12713.1965,3641.6763,3611037000
765,26001,6805654,종성골,12713.3118,3641.7566,3611037000
766,26001,6805655,(주)레이크엘이디앞,12713.2606,3641.8858,3611037000
767,26001,6805656,전의산업단지,12712.6406,3642.0755,3611037000
768,26001,6806259,수루배마을3단지,12718.4596,3630.0142,3611025000
769,26001,6806257,수루배마을4단지,12718.8436,3630.0771,3611025000
770,26001,6806246,수루배마을6단지,12719.1071,3629.6618,3611025000
771,26001,6806241,산학연클러스터,12719.7295,3630.1030,3611025000
772,26001,6806243,집현리,12719.3671,3629.8881,3611025000
773,26001,6805816,국무조정실 공정거래위원회,12716.1827,3630.1978,3611052000
774,26001,6805817,기획재정부 농림축산식품부,12715.9900,3630.3263,3611052000
775,26001,6901071,정부세종청사북측,12715.7012,3630.2936,3611052000
776,26001,6806323,진웅엠피아 재진가로등,12720.1891,3632.2925,3611032000
777,26001,6806324,진웅엠피아 재진가로등,12720.1978,3632.3006,3611032000
778,26001,6806362,신흥3리,12717.4443,3635.7411,3611025000
779,26001,6806365,조치원 농협,12717.2161,3635.5689,3611025000
780,26001,6806367,신흥푸르지오,12717.3940,3635.4813,3611025000
781,26001,6806349,수산리교차로,12714.0375,3632.2923,3611031000
782,26001,6806345,나성중학교·나성초등학교,12715.7632,3629.4678,3611025000
783,26001,6801208,고려대학교,12717.5855,3636.6502,3611025000
784,26001,6801256,대원아파트후문,12716.8858,3633.6804,3611036000
785,26001,6801210,죽림리,12717.7487,3635.7989,3611025000
786,26001,6802303,어진동커뮤니티센터,12715.4174,3630.1117,3611053000
787,26001,6802348,가락마을16 20단지,12714.3647,3630.9355,3611053000
788,26001,6902334,삼일아파트,12717.8211,3635.7025,3611025000
789,26001,6801804,쌍류리입구,12713.1124,3635.8133,3611036000
790,26001,6801801,용암리,12713.6692,3636.0904,3611036000
791,26001,6801839,세종기숙학원,12715.1341,3633.4121,3611036000
792,26001,6801806,봉암3리,12716.3791,3633.3459,3611036000
793,26001,6802369,홍익대학교,12717.4224,3637.2582,3611025000
794,26001,6802388,삼일아파트,12717.8147,3635.6973,3611025000
795,26001,6802346,생천경로당,12713.0283,3636.3337,3611036000
796,26001,6801803,쌍류리입구,12713.0990,3635.7970,3611036000
797,26001,6902346,생천경로당,12713.0283,3636.3337,3611036000
798,26001,6805261,봉암리,12717.0576,3633.6849,3611036000
799,26001,6802306,금천2리마을회관,12719.1956,3626.2986,3611034000
800,26001,6801154,중흥S클래스센텀파크,12714.9774,3630.3890,0000000000
801,26001,6801254,신대1리,12715.1050,3634.6866,3611036000
802,26001,6801258,신대리,12715.1018,3634.8604,3611036000
803,26001,6801827,문화체육관광부,12715.9985,3629.8003,3611052000
804,26001,6801828,국립세종도서관정문,12716.0681,3629.9473,3611052000
805,26001,6801848,번암아파트후문,12717.5224,3635.2611,3611025000
806,26001,6805513,반곡동(수루배마을),12718.7367,3629.8643,3611025000
807,26001,6805517,국책연구단지,12718.2598,3629.5317,3611025000
808,26001,6805510,법원.검찰청 경찰청,12718.0857,3629.2105,3611025000
809,26001,6805507,대평동,12716.5843,3628.3360,3611025000
810,26001,6805518,가온마을6 9단지,12714.9376,3629.9164,3611025000
811,26001,6805520,다정동커뮤니티센터,12714.9279,3629.6604,3611025000
812,26001,6805515,조치원버스터미널,12718.1735,3636.1139,3611025000
813,26001,6805516,조치원버스터미널,12718.1655,3636.1125,3611025000
814,26001,6800775,새나루마을10단지,12719.5354,3629.6238,3611034000
815,26001,6800043,죽림리,12717.9382,3635.4762,3611025000
816,26001,6800908,죽림리,12717.7327,3635.8549,0000000000
817,26001,6801091,노은역,12719.0826,3622.4696,0000000000
818,26001,6901097,첫마을7단지,12715.3216,3628.5048,0000000000
819,26001,6800611,축산리마을회관,12718.0480,3626.4882,3611034000
820,26001,6801802,용암리,12713.6601,3636.0912,3611036000
821,26001,6805640,청라리,12711.9082,3635.2932,3611036000
822,26001,6805647,쌍전리,12716.3568,3634.5046,3611036000
823,26001,6801805,봉암3리,12716.3602,3633.3680,3611036000
824,26001,6805630,금박골,12713.7904,3633.4158,3611036000
825,26001,6805538,번암리,12717.9166,3635.2997,3611025000
826,26001,6805810,신안2리(안터),12717.3902,3637.5335,3611025000
827,26001,6801209,조치원버스터미널,12718.2200,3636.1618,3611025000
828,26001,6805519,다정동커뮤니티센터,12714.9421,3629.7303,3611025000
829,26001,6806002,서평교,12718.9875,3635.5137,3611025000
830,26001,6806190,깊은내길,12716.1253,3638.7849,3611038000
831,26001,6806236,쌍류리(수디산),12713.0339,3636.5842,3611036000
832,26001,6806269,대전공원묘원,12713.5960,3627.1140,3611051000
833,26001,6806271,대전공원묘원,12713.6140,3627.1200,3611051000
834,26001,6806247,수루배마을6단지,12719.1109,3629.6727,3611025000
835,26001,6806256,수루배마을4단지,12718.8514,3630.0864,3611025000
836,26001,6806258,수루배마을3단지,12718.4419,3630.0193,3611025000
837,26001,6806336,산학연클러스터,12719.6740,3630.0402,3611025000
838,26001,6806338,집현동,12719.2816,3629.8908,3611025000
839,26001,6806344,나성중학교·나성초등학교,12715.8214,3629.3658,3611025000
840,26001,6806304,국립세종수목원(연구동),12717.3828,3629.8820,3611031000
